NC_011498.1	NC_000915.1	NC_012973.1	NC_011333.1	NC_014256.1	Consensus	Std	Count
HPP12_RS04910	HP0971	HELPY_RS04635	HPG27_RS04770	HPB8_RS02730	221.0	3.08	5.0
HPP12_RS04915	HP0972	HELPY_RS04640	HPG27_RS04775	HPB8_RS02725	221.0	3.08	5.0
HPP12_RS04920	HP0973	HELPY_RS04645	HPG27_RS04780	HPB8_RS02720	222.0	2.95	5.0
HPP12_RS04925	HP0974	HELPY_RS04650	HPG27_RS04785	HPB8_RS02715	222.0	3.08	5.0
HPP12_RS04930	HP0975	HELPY_RS04655	HPG27_RS04790	HPB8_RS02710	222.0	3.08	5.0
HPP12_RS04940	HP0977	HELPY_RS04665	HPG27_RS04800	HPB8_RS02700	223.0	2.95	5.0
HPP12_RS04945	HP0978	HELPY_RS04670	HPG27_RS04805	HPB8_RS02695	223.0	3.08	5.0
HPP12_RS04950	HP0979	HELPY_RS04675	HPG27_RS04810	HPB8_RS02690	223.0	3.08	5.0
HPP12_RS04965	HP0983	HELPY_RS04705	HPG27_RS04840	HPB8_RS02670	224.0	3.08	5.0
HPP12_RS05060	HP1411	HELPY_RS04805	HPG27_RS04935	HPB8_RS07410	226.0	68.08	5.0
HPP12_RS05070	HP0422	HELPY_RS04820	HPG27_RS04945	HPB8_RS02250	227.0	62.34	5.0
HPP12_RS05075	HP0421	HELPY_RS04825	HPG27_RS04950	HPB8_RS02245	228.0	62.51	5.0
HPP12_RS05080	HP0420	HELPY_RS04830	HPG27_RS04955	HPB8_RS02240	228.0	62.61	5.0
HPP12_RS05085	HP0419	HELPY_RS04835	HPG27_RS04960	HPB8_RS02235	228.0	62.61	5.0
HPP12_RS05090	HP0418	HELPY_RS04840	HPG27_RS04965	HPB8_RS02230	228.0	63.22	5.0
HPP12_RS05095	HP0417	HELPY_RS04845	HPG27_RS04970	HPB8_RS02225	228.0	63.31	5.0
HPP12_RS05100	HP0416	HELPY_RS04850	HPG27_RS04975	HPB8_RS02220	229.0	63.5	5.0
HPP12_RS05105	HP0415	HELPY_RS04855	HPG27_RS04980	HPB8_RS02215	229.0	64.11	5.0
HPP12_RS05135	HP0410	HELPY_RS04885	HPG27_RS05160	HPB8_RS02185	233.0	65.62	5.0
HPP12_RS05140	HP0409	HELPY_RS04890	HPG27_RS05165	HPB8_RS02180	233.0	65.87	5.0
HPP12_RS05145	HP0408	HELPY_RS04895	HPG27_RS05170	HPB8_RS02175	233.0	65.87	5.0
HPP12_RS05150	HP0407	HELPY_RS04900	HPG27_RS05175	HPB8_RS02170	233.0	66.31	5.0
HPP12_RS05155	HP0406	HELPY_RS04905	HPG27_RS05180	HPB8_RS02165	234.0	66.6	5.0
HPP12_RS05160	HP0405	HELPY_RS04910	HPG27_RS05185	HPB8_RS02160	234.0	66.76	5.0
HPP12_RS05165	HP0404	HELPY_RS04915	HPG27_RS05190	HPB8_RS02155	234.0	66.84	5.0
HPP12_RS05170	HP0403	HELPY_RS04920	HPG27_RS05195	HPB8_RS02150	234.0	66.84	5.0
HPP12_RS05175	HP0402	HELPY_RS04925	HPG27_RS05200	HPB8_RS02145	234.0	67.29	5.0
HPP12_RS05180	HP0401	HELPY_RS04930	HPG27_RS05205	HPB8_RS02140	235.0	67.64	5.0
HPP12_RS05185	HP0400	HELPY_RS04935	HPG27_RS05210	HPB8_RS02135	235.0	67.73	5.0
HPP12_RS05190	HP0399	HELPY_RS04940	HPG27_RS05215	HPB8_RS02130	235.0	68.17	5.0
HPP12_RS05195	HP0398	HELPY_RS04945	HPG27_RS05220	HPB8_RS02125	236.0	68.38	5.0
HPP12_RS05200	HP0397	HELPY_RS04950	HPG27_RS05225	HPB8_RS02120	236.0	68.53	5.0
HPP12_RS05205	HP0396	HELPY_RS04955	HPG27_RS05230	HPB8_RS02115	236.0	68.62	5.0
HPP12_RS05210	HP0395	HELPY_RS04960	HPG27_RS05235	HPB8_RS02110	237.0	69.27	5.0
HPP12_RS05215	HP0394	HELPY_RS04965	HPG27_RS05240	HPB8_RS02105	237.0	69.27	5.0
HPP12_RS05225	HP0392	HELPY_RS04975	HPG27_RS05250	HPB8_RS02095	237.0	69.95	5.0
HPP12_RS05230	HP0391	HELPY_RS04980	HPG27_RS05255	HPB8_RS02090	238.0	70.15	5.0
HPP12_RS05235	HP0390	HELPY_RS04985	HPG27_RS05260	HPB8_RS02085	238.0	70.31	5.0
HPP12_RS05240	HP0389	HELPY_RS04990	HPG27_RS05265	HPB8_RS02080	238.0	70.4	5.0
HPP12_RS05245	HP0388	HELPY_RS04995	HPG27_RS05270	HPB8_RS02075	238.0	70.4	5.0
HPP12_RS05250	HP0387	HELPY_RS05000	HPG27_RS05275	HPB8_RS02070	238.0	70.84	5.0
HPP12_RS05255	HP0386	HELPY_RS05005	HPG27_RS05280	HPB8_RS02065	239.0	71.04	5.0
HPP12_RS05260	HP0385	HELPY_RS05010	HPG27_RS05285	HPB8_RS02060	239.0	71.04	5.0
HPP12_RS05265	HP0384	HELPY_RS05015	HPG27_RS05290	HPB8_RS02055	239.0	71.29	5.0
HPP12_RS05270	HP0383	HELPY_RS05020	HPG27_RS05295	HPB8_RS02050	239.0	71.29	5.0
HPP12_RS05280	HP0381	HELPY_RS05030	HPG27_RS05305	HPB8_RS02040	239.0	71.29	5.0
HPP12_RS05285	HP0380	HELPY_RS05035	HPG27_RS05310	HPB8_RS02035	240.0	71.93	5.0
HPP12_RS05295	HP0378	HELPY_RS05045	HPG27_RS05320	HPB8_RS02025	240.0	72.62	5.0
HPP12_RS05300	HP0377	HELPY_RS05050	HPG27_RS05325	HPB8_RS02020	241.0	73.07	5.0
HPP12_RS05305	HP0376	HELPY_RS05055	HPG27_RS05330	HPB8_RS02015	241.0	73.07	5.0
HPP12_RS05310	HP0375	HELPY_RS05060	HPG27_RS05335	HPB8_RS02010	241.0	73.07	5.0
HPP12_RS05315	HP0374	HELPY_RS05065	HPG27_RS05340	HPB8_RS02005	241.0	73.07	5.0
HPP12_RS05320	HP0373	HELPY_RS05070	HPG27_RS05345	HPB8_RS02000	242.0	73.62	5.0
HPP12_RS05325	HP0372	HELPY_RS05075	HPG27_RS05350	HPB8_RS01995	242.0	73.95	5.0
HPP12_RS05330	HP0371	HELPY_RS05080	HPG27_RS05355	HPB8_RS01990	242.0	73.95	5.0
HPP12_RS05350	HP0367	HELPY_RS05100	HPG27_RS05375	HPB8_RS01970	243.0	74.84	5.0
HPP12_RS05355	HP0366	HELPY_RS05105	HPG27_RS05380	HPB8_RS01965	243.0	74.84	5.0
HPP12_RS05365	HP0364	HELPY_RS05115	HPG27_RS05390	HPB8_RS01955	243.0	74.84	5.0
HPP12_RS05370	HP0363	HELPY_RS05120	HPG27_RS05395	HPB8_RS01950	244.0	74.96	5.0
HPP12_RS05375	HP0362	HELPY_RS05125	HPG27_RS05400	HPB8_RS01945	244.0	75.58	5.0
HPP12_RS05380	HP0361	HELPY_RS05130	HPG27_RS05405	HPB8_RS01940	244.0	75.73	5.0
HPP12_RS05385	HP0360	HELPY_RS05135	HPG27_RS05410	HPB8_RS01935	244.0	75.73	5.0
HPP12_RS05400	HP0358	HELPY_RS05155	HPG27_RS05430	HPB8_RS01920	245.0	76.29	5.0
HPP12_RS05405	HP0357	HELPY_RS05160	HPG27_RS05435	HPB8_RS01915	245.0	76.47	5.0
HPP12_RS05410	HP1098	HELPY_RS05165	HPG27_RS05440	HPB8_RS01910	246.0	7.57	5.0
HPP12_RS05415	HP1099	HELPY_RS05170	HPG27_RS05445	HPB8_RS01905	246.0	7.57	5.0
HPP12_RS05420	HP1100	HELPY_RS05175	HPG27_RS05450	HPB8_RS01900	246.0	7.57	5.0
HPP12_RS05425	HP1101	HELPY_RS05180	HPG27_RS05455	HPB8_RS01895	248.0	7.16	5.0
HPP12_RS05430	HP1102	HELPY_RS05185	HPG27_RS05460	HPB8_RS01890	248.0	7.57	5.0
HPP12_RS05435	HP1103	HELPY_RS05190	HPG27_RS05465	HPB8_RS01885	248.0	7.57	5.0
HPP12_RS05440	HP1104	HELPY_RS05195	HPG27_RS05470	HPB8_RS01880	248.0	7.36	5.0
HPP12_RS05445	HP1105	HELPY_RS05200	HPG27_RS05475	HPB8_RS01875	248.0	7.16	5.0
HPP12_RS05450	HP1106	HELPY_RS05205	HPG27_RS05480	HPB8_RS01870	248.0	7.57	5.0
HPP12_RS05455	HP1107	HELPY_RS05210	HPG27_RS05485	HPB8_RS01865	248.0	7.57	5.0
HPP12_RS05460	HP1108	HELPY_RS05215	HPG27_RS05490	HPB8_RS01860	249.0	7.36	5.0
HPP12_RS05465	HP1109	HELPY_RS05220	HPG27_RS05495	HPB8_RS01855	249.0	7.36	5.0
HPP12_RS05470	HP1110	HELPY_RS05225	HPG27_RS05500	HPB8_RS01850	249.0	7.36	5.0
HPP12_RS05475	HP1111	HELPY_RS05230	HPG27_RS05505	HPB8_RS01845	250.0	7.57	5.0
HPP12_RS05480	HP1112	HELPY_RS05235	HPG27_RS05510	HPB8_RS01840	250.0	7.57	5.0
HPP12_RS05485	HP1113	HELPY_RS05240	HPG27_RS05515	HPB8_RS01835	250.0	7.36	5.0
HPP12_RS05490	HP1114	HELPY_RS05245	HPG27_RS05520	HPB8_RS01830	250.0	7.36	5.0
HPP12_RS05500	HP1116	HELPY_RS05255	HPG27_RS02345	HPB8_RS03190	250.0	62.88	5.0
HPP12_RS05510	HP1117	HELPY_RS05265	HPG27_RS05550	HPB8_RS01805	252.0	7.57	5.0
HPP12_RS05515	HP1118	HELPY_RS05270	HPG27_RS05555	HPB8_RS01800	252.0	7.57	5.0
HPP12_RS05520	HP1119	HELPY_RS05275	HPG27_RS05560	HPB8_RS01795	252.0	7.36	5.0
HPP12_RS05525	HP1120	HELPY_RS05280	HPG27_RS05565	HPB8_RS01790	252.0	7.57	5.0
HPP12_RS05535	HP1121	HELPY_RS05285	HPG27_RS05570	HPB8_RS01785	252.0	7.57	5.0
HPP12_RS05540	HP1122	HELPY_RS05290	HPG27_RS05575	HPB8_RS01780	253.0	7.36	5.0
HPP12_RS05545	HP1122a	HELPY_RS05295	HPG27_RS05580	HPB8_RS01775	253.0	7.36	5.0
HPP12_RS05550	HP1123	HELPY_RS05300	HPG27_RS05585	HPB8_RS01770	253.0	7.36	5.0
HPP12_RS05555	HP1124	HELPY_RS05305	HPG27_RS05590	HPB8_RS01765	253.0	7.36	5.0
HPP12_RS05560	HP1125	HELPY_RS05310	HPG27_RS05595	HPB8_RS01760	254.0	7.16	5.0
HPP12_RS05565	HP1126	HELPY_RS05315	HPG27_RS05600	HPB8_RS01755	254.0	7.57	5.0
HPP12_RS05575	HP1129	HELPY_RS05325	HPG27_RS05610	HPB8_RS01745	254.0	7.35	5.0
HPP12_RS05580	HP1130	HELPY_RS05330	HPG27_RS05615	HPB8_RS01740	254.0	7.36	5.0
HPP12_RS05585	HP1131	HELPY_RS05335	HPG27_RS05620	HPB8_RS01735	254.0	7.16	5.0
HPP12_RS05590	HP1132	HELPY_RS05340	HPG27_RS05625	HPB8_RS01730	254.0	7.16	5.0
HPP12_RS05595	HP1133	HELPY_RS05345	HPG27_RS05630	HPB8_RS01725	254.0	7.57	5.0
HPP12_RS05600	HP1134	HELPY_RS05350	HPG27_RS05635	HPB8_RS01720	255.0	7.36	5.0
HPP12_RS05605	HP1135	HELPY_RS05355	HPG27_RS05640	HPB8_RS01715	255.0	7.36	5.0
HPP12_RS05610	HP1136	HELPY_RS05360	HPG27_RS05645	HPB8_RS01710	256.0	7.16	5.0
HPP12_RS05615	HP1137	HELPY_RS05365	HPG27_RS05650	HPB8_RS01705	256.0	7.16	5.0
HPP12_RS05620	HP1138	HELPY_RS05370	HPG27_RS05655	HPB8_RS01700	256.0	7.57	5.0
HPP12_RS05625	HP1139	HELPY_RS05375	HPG27_RS05660	HPB8_RS01695	256.0	7.36	5.0
HPP12_RS05630	HP1140	HELPY_RS05380	HPG27_RS05665	HPB8_RS01690	256.0	7.36	5.0
HPP12_RS05635	HP1141	HELPY_RS05385	HPG27_RS05670	HPB8_RS01685	256.0	7.35	5.0
HPP12_RS05645	HP1143	HELPY_RS05395	HPG27_RS05680	HPB8_RS01675	257.0	7.36	5.0
HPP12_RS05675	HP1147	HELPY_RS05420	HPG27_RS05705	HPB8_RS01655	258.0	7.35	5.0
HPP12_RS05680	HP1148	HELPY_RS05425	HPG27_RS05710	HPB8_RS01650	258.0	7.36	5.0
HPP12_RS05685	HP1149	HELPY_RS05430	HPG27_RS05715	HPB8_RS01645	258.0	7.36	5.0
HPP12_RS05690	HP1150	HELPY_RS05435	HPG27_RS05720	HPB8_RS01640	258.0	7.16	5.0
HPP12_RS05695	HP1151	HELPY_RS05440	HPG27_RS05725	HPB8_RS01635	258.0	7.16	5.0
HPP12_RS05700	HP1152	HELPY_RS05445	HPG27_RS05730	HPB8_RS01630	259.0	7.36	5.0
HPP12_RS05705	HP1153	HELPY_RS05450	HPG27_RS05735	HPB8_RS01625	259.0	7.36	5.0
HPP12_RS05710	HP1154	HELPY_RS05455	HPG27_RS05740	HPB8_RS01620	260.0	7.16	5.0
HPP12_RS05715	HP1155	HELPY_RS05460	HPG27_RS05745	HPB8_RS01615	260.0	7.36	5.0
HPP12_RS05720	HP1156	HELPY_RS05465	HPG27_RS05750	HPB8_RS01610	260.0	7.36	5.0
HPP12_RS05730	HP1158	HELPY_RS05475	HPG27_RS05760	HPB8_RS01600	261.0	7.35	5.0
HPP12_RS05740	HP1160	HELPY_RS05485	HPG27_RS05770	HPB8_RS01590	262.0	7.16	5.0
HPP12_RS05745	HP1161	HELPY_RS05490	HPG27_RS05775	HPB8_RS01585	262.0	6.95	5.0
HPP12_RS05750	HP1162	HELPY_RS05495	HPG27_RS05780	HPB8_RS01580	262.0	6.95	5.0
HPP12_RS05755	HP1163	HELPY_RS05500	HPG27_RS05785	HPB8_RS01575	262.0	7.36	5.0
HPP12_RS05760	HP1164	HELPY_RS05505	HPG27_RS05790	HPB8_RS01570	262.0	7.36	5.0
HPP12_RS05765	HP1165	HELPY_RS05510	HPG27_RS05795	HPB8_RS01565	262.0	7.35	5.0
HPP12_RS05770	HP1166	HELPY_RS05515	HPG27_RS05800	HPB8_RS01560	262.0	7.36	5.0
HPP12_RS05790	HP1169	HELPY_RS05530	HPG27_RS05815	HPB8_RS01545	264.0	6.95	5.0
HPP12_RS05795	HP1170	HELPY_RS05535	HPG27_RS05820	HPB8_RS01540	264.0	7.36	5.0
HPP12_RS05800	HP1171	HELPY_RS05540	HPG27_RS05825	HPB8_RS01535	264.0	7.36	5.0
HPP12_RS05805	HP1172	HELPY_RS05545	HPG27_RS05830	HPB8_RS01530	264.0	7.35	5.0
HPP12_RS05810	HP1173	HELPY_RS05550	HPG27_RS05835	HPB8_RS01525	264.0	7.16	5.0
HPP12_RS05815	HP1174	HELPY_RS05555	HPG27_RS05840	HPB8_RS01520	265.0	6.95	5.0
HPP12_RS05820	HP1175	HELPY_RS05560	HPG27_RS05845	HPB8_RS01515	265.0	7.36	5.0
HPP12_RS05825	HP1177	HELPY_RS05565	HPG27_RS05850	HPB8_RS04375	265.0	53.3	5.0
HPP12_RS05830	HP1178	HELPY_RS05570	HPG27_RS05855	HPB8_RS01495	266.0	7.36	5.0
HPP12_RS05835	HP1179	HELPY_RS05575	HPG27_RS05860	HPB8_RS01490	266.0	7.36	5.0
HPP12_RS05840	HP1180	HELPY_RS05580	HPG27_RS05865	HPB8_RS01485	266.0	7.35	5.0
HPP12_RS05850	HP1181	HELPY_RS05590	HPG27_RS05875	HPB8_RS01475	267.0	7.36	5.0
HPP12_RS05855	HP1182	HELPY_RS05595	HPG27_RS05880	HPB8_RS01470	267.0	7.36	5.0
HPP12_RS05860	HP1183	HELPY_RS05600	HPG27_RS05885	HPB8_RS01465	267.0	7.36	5.0
HPP12_RS05865	HP1184	HELPY_RS05605	HPG27_RS05890	HPB8_RS01460	267.0	7.57	5.0
HPP12_RS05870	HP1185	HELPY_RS05615	HPG27_RS05895	HPB8_RS01455	268.0	7.36	5.0
HPP12_RS05875	HP1186	HELPY_RS05620	HPG27_RS05900	HPB8_RS01450	268.0	7.36	5.0
HPP12_RS05890	HP1189	HELPY_RS05630	HPG27_RS05925	HPB8_RS01440	269.0	7.35	5.0
HPP12_RS05895	HP1190	HELPY_RS05635	HPG27_RS05930	HPB8_RS01435	269.0	7.35	5.0
HPP12_RS05900	HP1191	HELPY_RS05640	HPG27_RS05935	HPB8_RS01430	269.0	7.35	5.0
HPP12_RS05905	HP1192	HELPY_RS05645	HPG27_RS05940	HPB8_RS01425	270.0	6.94	5.0
HPP12_RS05915	HP1193	HELPY_RS05650	HPG27_RS05945	HPB8_RS01420	270.0	6.94	5.0
HPP12_RS05920	HP1195	HELPY_RS05655	HPG27_RS05950	HPB8_RS01415	270.0	7.35	5.0
HPP12_RS05925	HP1196	HELPY_RS05660	HPG27_RS05955	HPB8_RS01410	270.0	7.16	5.0
HPP12_RS05930	HP1197	HELPY_RS05665	HPG27_RS05960	HPB8_RS01405	271.0	6.94	5.0
HPP12_RS05945	HP1199	HELPY_RS05675	HPG27_RS05975	HPB8_RS01395	273.0	6.94	5.0
HPP12_RS05950	HP1200	HELPY_RS05680	HPG27_RS05980	HPB8_RS01390	273.0	6.94	5.0
HPP12_RS05955	HP1201	HELPY_RS05685	HPG27_RS05985	HPB8_RS01385	273.0	7.35	5.0
HPP12_RS05960	HP1202	HELPY_RS05690	HPG27_RS05990	HPB8_RS01380	273.0	7.35	5.0
HPP12_RS05965	HP1203	HELPY_RS05695	HPG27_RS05995	HPB8_RS01375	273.0	7.35	5.0
HPP12_RS05970	HP1203a	HELPY_RS05700	HPG27_RS06000	HPB8_RS01370	273.0	7.16	5.0
HPP12_RS05985	HP1205	HELPY_RS05715	HPG27_RS06015	HPB8_RS01355	273.0	7.16	5.0
HPP12_RS06010	HP1206	HELPY_RS05740	HPG27_RS06040	HPB8_RS01330	274.0	7.35	5.0
HPP12_RS06015	HP1207	HELPY_RS05745	HPG27_RS06045	HPB8_RS01325	274.0	7.35	5.0
HPP12_RS06020	HP1208	HELPY_RS05750	HPG27_RS06050	HPB8_RS01320	274.0	7.16	5.0
HPP12_RS06030	HP1210	HELPY_RS05765	HPG27_RS06060	HPB8_RS01310	275.0	6.94	5.0
HPP12_RS06045	HP1212	HELPY_RS05780	HPG27_RS06075	HPB8_RS01295	275.0	7.35	5.0
HPP12_RS06055	HP1213	HELPY_RS05785	HPG27_RS06080	HPB8_RS01290	275.0	7.35	5.0
HPP12_RS06060	HP1214	HELPY_RS05790	HPG27_RS06085	HPB8_RS01285	276.0	6.95	5.0
HPP12_RS06070	HP1217	HELPY_RS05800	HPG27_RS06095	HPB8_RS01275	276.0	7.16	5.0
HPP12_RS06075	HP1218	HELPY_RS05805	HPG27_RS06100	HPB8_RS01270	276.0	7.16	5.0
HPP12_RS06095	HP1220	HELPY_RS05815	HPG27_RS06110	HPB8_RS01245	277.0	7.35	5.0
HPP12_RS06100	HP1221	HELPY_RS05820	HPG27_RS06115	HPB8_RS01240	277.0	7.35	5.0
HPP12_RS06105	HP1222	HELPY_RS05825	HPG27_RS06120	HPB8_RS01235	277.0	7.35	5.0
HPP12_RS06110	HP1223	HELPY_RS05830	HPG27_RS06125	HPB8_RS01230	278.0	6.94	5.0
HPP12_RS06115	HP1224	HELPY_RS05835	HPG27_RS06130	HPB8_RS01225	278.0	7.35	5.0
HPP12_RS06120	HP1225	HELPY_RS05840	HPG27_RS06135	HPB8_RS01220	278.0	7.35	5.0
HPP12_RS06125	HP1226	HELPY_RS05845	HPG27_RS06140	HPB8_RS01215	278.0	7.35	5.0
HPP12_RS06130	HP1227	HELPY_RS05850	HPG27_RS06145	HPB8_RS01210	278.0	6.95	5.0
HPP12_RS06135	HP1228	HELPY_RS05855	HPG27_RS06150	HPB8_RS01205	278.0	6.95	5.0
HPP12_RS06140	HP1229	HELPY_RS05860	HPG27_RS06155	HPB8_RS01200	278.0	6.95	5.0
HPP12_RS06145	HP1230	HELPY_RS05865	HPG27_RS06160	HPB8_RS01195	279.0	7.35	5.0
HPP12_RS06150	HP1231	HELPY_RS05870	HPG27_RS06165	HPB8_RS01190	279.0	7.35	5.0
HPP12_RS06155	HP1232	HELPY_RS05875	HPG27_RS06170	HPB8_RS01185	279.0	7.35	5.0
HPP12_RS06160	HP1233	HELPY_RS05880	HPG27_RS06175	HPB8_RS01180	280.0	6.95	5.0
HPP12_RS06170	HP1235	HELPY_RS05890	HPG27_RS06185	HPB8_RS01170	280.0	7.36	5.0
HPP12_RS06175	HP1236	HELPY_RS05895	HPG27_RS06190	HPB8_RS01165	280.0	7.35	5.0
HPP12_RS06180	HP1237	HELPY_RS05900	HPG27_RS06195	HPB8_RS01160	280.0	7.16	5.0
HPP12_RS06185	HP1238	HELPY_RS05905	HPG27_RS06200	HPB8_RS01155	280.0	6.95	5.0
HPP12_RS06200	HP1240	HELPY_RS05915	HPG27_RS06210	HPB8_RS01145	281.0	6.95	5.0
HPP12_RS06210	HP1242	HELPY_RS05925	HPG27_RS06220	HPB8_RS01135	282.0	6.95	5.0
HPP12_RS06220	HP1244	HELPY_RS05935	HPG27_RS06235	HPB8_RS01125	282.0	6.95	5.0
HPP12_RS06225	HP1245	HELPY_RS05940	HPG27_RS06240	HPB8_RS01120	282.0	6.95	5.0
HPP12_RS06230	HP1246	HELPY_RS05945	HPG27_RS06245	HPB8_RS01115	282.0	6.95	5.0
HPP12_RS06235	HP1247	HELPY_RS05955	HPG27_RS06250	HPB8_RS01110	282.0	6.95	5.0
HPP12_RS06245	HP1249	HELPY_RS05965	HPG27_RS06260	HPB8_RS01100	283.0	7.16	5.0
HPP12_RS06250	HP1250	HELPY_RS05970	HPG27_RS06265	HPB8_RS01095	284.0	6.95	5.0
HPP12_RS06255	HP1251	HELPY_RS05975	HPG27_RS06270	HPB8_RS01090	284.0	6.95	5.0
HPP12_RS06265	HP1253	HELPY_RS05985	HPG27_RS06280	HPB8_RS01080	284.0	7.16	5.0
HPP12_RS06270	HP1254	HELPY_RS05990	HPG27_RS06285	HPB8_RS01075	284.0	6.95	5.0
HPP12_RS06275	HP1255	HELPY_RS05995	HPG27_RS06290	HPB8_RS01070	284.0	6.95	5.0
HPP12_RS06280	HP1256	HELPY_RS06000	HPG27_RS06295	HPB8_RS01065	284.0	6.95	5.0
HPP12_RS06285	HP1257	HELPY_RS06005	HPG27_RS06300	HPB8_RS01060	285.0	6.95	5.0
HPP12_RS06290	HP1258	HELPY_RS06010	HPG27_RS06305	HPB8_RS01055	285.0	6.75	5.0
HPP12_RS06300	HP1260	HELPY_RS06020	HPG27_RS06315	HPB8_RS01045	285.0	7.16	5.0
HPP12_RS06305	HP1261	HELPY_RS06025	HPG27_RS06320	HPB8_RS01040	286.0	6.95	5.0
HPP12_RS06310	HP1262	HELPY_RS06030	HPG27_RS06325	HPB8_RS01035	286.0	6.95	5.0
HPP12_RS06315	HP1263	HELPY_RS06035	HPG27_RS06330	HPB8_RS01030	286.0	6.95	5.0
HPP12_RS06320	HP1264	HELPY_RS06040	HPG27_RS06335	HPB8_RS01025	286.0	6.75	5.0
HPP12_RS06325	HP1265	HELPY_RS06045	HPG27_RS06340	HPB8_RS01020	286.0	6.75	5.0
HPP12_RS06330	HP1266	HELPY_RS06050	HPG27_RS06345	HPB8_RS01015	286.0	7.16	5.0
HPP12_RS06335	HP1267	HELPY_RS06055	HPG27_RS06350	HPB8_RS01010	286.0	6.95	5.0
HPP12_RS06340	HP1268	HELPY_RS06060	HPG27_RS06355	HPB8_RS01005	287.0	6.75	5.0
HPP12_RS06345	HP1269	HELPY_RS06065	HPG27_RS06360	HPB8_RS01000	287.0	7.16	5.0
HPP12_RS06350	HP1270	HELPY_RS06070	HPG27_RS06365	HPB8_RS00995	287.0	7.16	5.0
HPP12_RS06355	HP1271	HELPY_RS06075	HPG27_RS06370	HPB8_RS00990	287.0	7.16	5.0
HPP12_RS06365	HP1273	HELPY_RS06085	HPG27_RS06380	HPB8_RS00980	288.0	7.16	5.0
HPP12_RS06370	HP1274	HELPY_RS06090	HPG27_RS06385	HPB8_RS00975	288.0	7.16	5.0
HPP12_RS06375	HP1275	HELPY_RS06095	HPG27_RS06390	HPB8_RS00970	289.0	6.77	5.0
HPP12_RS06385	HP1277	HELPY_RS06105	HPG27_RS06405	HPB8_RS00960	289.0	7.16	5.0
HPP12_RS06390	HP1278	HELPY_RS06110	HPG27_RS06410	HPB8_RS00955	290.0	6.95	5.0
HPP12_RS06395	HP1279	HELPY_RS06115	HPG27_RS06415	HPB8_RS00950	290.0	6.77	5.0
HPP12_RS06400	HP1280	HELPY_RS06120	HPG27_RS06420	HPB8_RS00945	290.0	7.16	5.0
HPP12_RS06405	HP1281	HELPY_RS06125	HPG27_RS06425	HPB8_RS00940	290.0	7.16	5.0
HPP12_RS06410	HP1282	HELPY_RS06130	HPG27_RS06430	HPB8_RS00935	290.0	7.16	5.0
HPP12_RS06420	HP1284	HELPY_RS06135	HPG27_RS06470	HPB8_RS00930	292.0	6.76	5.0
HPP12_RS06425	HP1285	HELPY_RS06140	HPG27_RS06475	HPB8_RS00925	292.0	6.76	5.0
HPP12_RS06445	HP1289	HELPY_RS06160	HPG27_RS03305	HPB8_RS00905	291.0	64.31	5.0
HPP12_RS06450	HP1290	HELPY_RS06165	HPG27_RS06490	HPB8_RS00900	292.0	6.76	5.0
HPP12_RS06455	HP1291	HELPY_RS06170	HPG27_RS06495	HPB8_RS00895	292.0	6.76	5.0
HPP12_RS06460	HP1292	HELPY_RS06175	HPG27_RS06500	HPB8_RS00890	293.0	6.95	5.0
HPP12_RS06470	HP1294	HELPY_RS06185	HPG27_RS06510	HPB8_RS00880	293.0	6.76	5.0
HPP12_RS06475	HP1295	HELPY_RS06190	HPG27_RS06515	HPB8_RS00875	294.0	6.76	5.0
HPP12_RS06480	HP1296	HELPY_RS06195	HPG27_RS06520	HPB8_RS00870	294.0	6.76	5.0
HPP12_RS06485	HP1297	HELPY_RS06200	HPG27_RS06525	HPB8_RS00865	294.0	6.76	5.0
HPP12_RS06490	HP1298	HELPY_RS06205	HPG27_RS06530	HPB8_RS00860	294.0	6.76	5.0
HPP12_RS06495	HP1299	HELPY_RS06210	HPG27_RS06535	HPB8_RS00855	294.0	6.76	5.0
HPP12_RS06500	HP1300	HELPY_RS06215	HPG27_RS06540	HPB8_RS00850	294.0	6.95	5.0
HPP12_RS06505	HP1301	HELPY_RS06220	HPG27_RS06545	HPB8_RS00845	294.0	6.95	5.0
HPP12_RS06510	HP1302	HELPY_RS06225	HPG27_RS06550	HPB8_RS00840	294.0	6.76	5.0
HPP12_RS06515	HP1303	HELPY_RS06230	HPG27_RS06555	HPB8_RS00835	294.0	6.76	5.0
HPP12_RS06520	HP1304	HELPY_RS06235	HPG27_RS06560	HPB8_RS00830	294.0	6.76	5.0
HPP12_RS06525	HP1305	HELPY_RS06240	HPG27_RS06565	HPB8_RS00825	294.0	6.76	5.0
HPP12_RS06535	HP1307	HELPY_RS06250	HPG27_RS06575	HPB8_RS00815	294.0	6.76	5.0
HPP12_RS06540	HP1308	HELPY_RS06255	HPG27_RS06580	HPB8_RS00810	294.0	6.76	5.0
HPP12_RS06545	HP1309	HELPY_RS06260	HPG27_RS06585	HPB8_RS00805	294.0	6.76	5.0
HPP12_RS06550	HP1310	HELPY_RS06265	HPG27_RS06590	HPB8_RS00800	295.0	6.95	5.0
HPP12_RS06555	HP1311	HELPY_RS06270	HPG27_RS06595	HPB8_RS00795	295.0	6.95	5.0
HPP12_RS06560	HP1312	HELPY_RS06275	HPG27_RS06600	HPB8_RS00790	295.0	6.95	5.0
