	NC_011498.1	NC_000915.1	NC_012973.1	NC_011333.1	NC_014256.1	Mean	Std	Median	MedianMean	Consensus	Count
1154	285	291	286	291	39	310.0	49.61	291.0	288.0	288.0	5.0
1155	285	291	286	291	39	310.0	49.61	291.0	288.0	288.0	5.0
1156	286	291	287	291	39	311.0	49.36	291.0	289.0	289.0	5.0
1157	286	292	287	292	38	311.0	48.71	292.0	289.0	289.0	5.0
1158	287	292	287	292	38	311.0	48.59	292.0	290.0	290.0	5.0
1159	287	292	288	292	38	311.0	48.46	292.0	290.0	290.0	5.0
1160	287	293	288	293	37	312.0	47.82	293.0	290.0	290.0	5.0
1161	287	293	288	293	37	312.0	47.82	293.0	290.0	290.0	5.0
1162	287	293	288	293	37	312.0	47.82	293.0	290.0	290.0	5.0
1163	288	293	301	294	-	294.0	5.35	293.0	294.0	294.0	4.0
1164	288	294	289	295	37	313.0	47.28	294.0	292.0	292.0	5.0
1165	288	294	289	295	37	313.0	47.28	294.0	292.0	292.0	5.0
1166	289	294	-	-	36	326.0	60.38	294.0	292.0	292.0	3.0
1167	289	295	290	152	36	356.0	98.11	295.0	291.0	291.0	5.0
1168	289	295	290	296	36	313.0	46.39	295.0	292.0	292.0	5.0
1169	289	295	290	296	36	313.0	46.39	295.0	292.0	292.0	5.0
1170	290	295	290	296	35	313.0	45.81	295.0	293.0	293.0	5.0
1171	290	295	290	-	35	318.0	51.72	290.0	292.0	292.0	4.0
1172	290	295	291	296	35	313.0	45.69	295.0	293.0	293.0	5.0
1173	290	296	291	297	35	314.0	45.49	296.0	294.0	294.0	5.0
1174	290	296	291	297	35	314.0	45.49	296.0	294.0	294.0	5.0
1175	290	296	291	297	35	314.0	45.49	296.0	294.0	294.0	5.0
1176	290	296	291	297	35	314.0	45.49	296.0	294.0	294.0	5.0
1177	290	296	291	297	35	314.0	45.49	296.0	294.0	294.0	5.0
1178	291	296	291	297	34	314.0	44.92	296.0	294.0	294.0	5.0
1179	291	296	291	297	34	314.0	44.92	296.0	294.0	294.0	5.0
1180	291	296	292	297	34	314.0	44.79	296.0	294.0	294.0	5.0
1181	291	296	292	297	34	314.0	44.79	296.0	294.0	294.0	5.0
1182	291	297	292	298	34	314.0	44.6	297.0	294.0	294.0	5.0
1183	291	297	292	298	34	314.0	44.6	297.0	294.0	294.0	5.0
1184	291	297	292	298	34	314.0	44.6	297.0	294.0	294.0	5.0
1185	291	297	292	298	34	314.0	44.6	297.0	294.0	294.0	5.0
1186	291	297	292	298	34	314.0	44.6	297.0	294.0	294.0	5.0
1187	292	297	292	298	33	314.0	44.03	297.0	295.0	295.0	5.0
1188	292	297	292	298	33	314.0	44.03	297.0	295.0	295.0	5.0
1189	292	297	292	298	33	314.0	44.03	297.0	295.0	295.0	5.0
1190	292	297	292	298	33	314.0	44.03	297.0	295.0	295.0	5.0
1191	292	297	293	298	33	315.0	43.9	297.0	295.0	295.0	5.0
1192	292	297	293	298	33	315.0	43.9	297.0	295.0	295.0	5.0
1193	292	298	293	298	33	315.0	43.8	298.0	295.0	295.0	5.0
1194	292	298	293	299	33	315.0	43.71	298.0	296.0	296.0	5.0
1195	292	298	293	299	33	315.0	43.71	298.0	296.0	296.0	5.0
1196	292	298	293	299	33	315.0	43.71	298.0	296.0	296.0	5.0
1197	293	298	293	299	32	315.0	43.13	298.0	296.0	296.0	5.0
1198	293	298	293	299	32	315.0	43.13	298.0	296.0	296.0	5.0
1199	293	298	294	299	32	315.0	43.01	298.0	296.0	296.0	5.0
1200	293	299	294	300	32	316.0	42.82	299.0	296.0	296.0	5.0
1201	293	299	294	300	32	316.0	42.82	299.0	296.0	296.0	5.0
1202	294	299	294	300	31	316.0	42.24	299.0	297.0	297.0	5.0
1203	294	299	295	300	31	316.0	42.12	299.0	297.0	297.0	5.0
1204	294	299	295	300	31	316.0	42.12	299.0	297.0	297.0	5.0
1205	294	300	295	301	30	316.0	41.48	300.0	298.0	298.0	5.0
1206	295	300	296	301	30	316.0	41.22	300.0	298.0	298.0	5.0
1207	295	300	296	301	30	316.0	41.22	300.0	298.0	298.0	5.0
1208	295	301	296	302	30	317.0	41.03	301.0	298.0	298.0	5.0
1209	295	301	296	302	30	317.0	41.03	301.0	298.0	298.0	5.0
1210	296	301	297	302	29	317.0	40.33	301.0	299.0	299.0	5.0
1211	296	302	297	303	29	317.0	40.14	302.0	300.0	300.0	5.0
1212	296	302	297	303	29	317.0	40.14	302.0	300.0	300.0	5.0
1213	296	302	297	303	29	317.0	40.14	302.0	300.0	300.0	5.0
1214	296	302	297	303	29	317.0	40.14	302.0	300.0	300.0	5.0
1215	296	302	297	303	29	317.0	40.14	302.0	300.0	300.0	5.0
1216	296	302	297	303	28	317.0	39.7	302.0	300.0	300.0	5.0
1217	297	302	298	50	28	339.0	55.35	302.0	299.0	299.0	5.0
1218	297	303	298	303	28	318.0	39.34	303.0	300.0	300.0	5.0
1219	297	303	298	304	28	318.0	39.25	303.0	300.0	300.0	5.0
1220	298	303	299	304	27	318.0	38.54	303.0	301.0	301.0	5.0
1221	298	303	299	304	27	318.0	38.54	303.0	301.0	301.0	5.0
1222	298	304	299	304	27	318.0	38.45	304.0	301.0	301.0	5.0
1223	298	304	299	305	27	319.0	38.36	304.0	302.0	302.0	5.0
1224	298	304	299	305	27	319.0	38.36	304.0	302.0	302.0	5.0
1225	299	304	300	305	26	319.0	37.65	304.0	302.0	302.0	5.0
1226	299	305	302	305	26	319.0	37.31	305.0	303.0	303.0	5.0
1227	300	-	-	228	113	214.0	94.32	228.0	228.0	228.0	3.0
1228	300	102	-	-	113	52.0	96.86	102.0	102.0	102.0	3.0
1229	300	103	-	-	113	52.0	97.12	103.0	103.0	103.0	3.0
1230	300	-	-	-	113	26.0	122.33	300.0	300.0	300.0	2.0
1231	300	103	-	-	113	52.0	97.12	103.0	103.0	103.0	3.0
1232	300	103	-	-	113	52.0	97.12	103.0	103.0	103.0	3.0
1233	300	103	-	-	112	52.0	96.81	103.0	108.0	108.0	3.0
1234	301	-	-	-	112	26.0	120.92	301.0	301.0	301.0	2.0
1235	301	-	-	-	112	26.0	120.92	301.0	301.0	301.0	2.0
1236	301	-	-	-	112	26.0	120.92	301.0	301.0	301.0	2.0
1237	302	-	-	-	111	26.0	119.5	302.0	302.0	302.0	2.0
1238	302	-	-	-	111	26.0	119.5	302.0	302.0	302.0	2.0
1239	303	-	-	-	111	27.0	118.79	303.0	303.0	303.0	2.0
1240	303	-	-	-	110	26.0	118.09	303.0	303.0	303.0	2.0
1241	303	-	-	-	110	26.0	118.09	303.0	303.0	303.0	2.0
1242	303	-	-	-	110	26.0	118.09	303.0	303.0	303.0	2.0
1243	304	-	-	-	109	26.0	116.67	304.0	304.0	304.0	2.0
1244	304	-	-	-	109	26.0	116.67	304.0	304.0	304.0	2.0
1245	304	-	-	-	109	26.0	116.67	304.0	304.0	304.0	2.0
1246	304	-	-	-	109	26.0	116.67	304.0	304.0	304.0	2.0
1247	305	-	-	-	107	26.0	114.55	305.0	305.0	305.0	2.0
1248	305	-	-	-	107	26.0	114.55	305.0	305.0	305.0	2.0
1249	305	-	-	-	-	305.0	0.0	305.0	305.0	305.0	1.0
1250	305	-	-	-	-	305.0	0.0	305.0	305.0	305.0	1.0
1251	305	-	-	-	-	305.0	0.0	305.0	305.0	305.0	1.0
1252	305	228	-	-	107	213.0	99.81	228.0	228.0	228.0	3.0
1253	305	228	-	-	106	213.0	100.34	228.0	228.0	228.0	3.0
1254	306	228	-	-	-	267.0	55.15	228.0	228.0	228.0	2.0
1255	306	-	302	-	-	304.0	2.83	302.0	304.0	304.0	2.0
1256	307	306	303	306	322	309.0	7.53	306.0	306.0	306.0	5.0
1257	307	306	303	307	322	309.0	7.45	307.0	306.0	306.0	5.0
1258	307	306	303	307	322	309.0	7.45	307.0	306.0	306.0	5.0
1259	307	306	304	307	322	309.0	7.26	307.0	306.0	306.0	5.0
1260	307	307	304	307	322	309.0	7.16	307.0	306.0	306.0	5.0
1261	307	307	304	-	322	310.0	8.12	307.0	306.0	306.0	4.0
1262	308	307	304	307	323	310.0	7.53	307.0	306.0	306.0	5.0
1263	308	307	304	308	323	310.0	7.45	308.0	307.0	307.0	5.0
1264	308	307	305	308	323	310.0	7.26	308.0	307.0	307.0	5.0
1265	308	308	305	308	323	310.0	7.16	308.0	307.0	307.0	5.0
1266	309	308	305	309	324	311.0	7.45	309.0	308.0	308.0	5.0
1267	309	309	-	129	-	249.0	103.92	309.0	309.0	309.0	3.0
1268	309	309	306	309	324	311.0	7.16	309.0	308.0	308.0	5.0
1269	310	310	307	310	325	312.0	7.16	310.0	309.0	309.0	5.0
1270	310	310	307	310	325	312.0	7.16	310.0	309.0	309.0	5.0
1271	310	310	307	310	325	312.0	7.16	310.0	309.0	309.0	5.0
1272	311	311	307	311	326	313.0	7.36	311.0	310.0	310.0	5.0
1273	311	311	308	311	326	313.0	7.16	311.0	310.0	310.0	5.0
1274	311	311	308	311	326	313.0	7.16	311.0	310.0	310.0	5.0
1275	311	311	308	311	326	313.0	7.16	311.0	310.0	310.0	5.0
1276	311	311	308	311	326	313.0	7.16	311.0	310.0	310.0	5.0
1277	312	312	309	312	327	314.0	7.16	312.0	311.0	311.0	5.0
1278	312	312	309	312	327	314.0	7.16	312.0	311.0	311.0	5.0
1279	312	-	309	312	327	315.0	8.12	312.0	311.0	311.0	4.0
1280	313	318	310	313	328	316.0	7.09	313.0	314.0	314.0	5.0
1281	314	318	310	314	329	317.0	7.28	314.0	314.0	314.0	5.0
1282	315	-	312	315	96	350.0	71.01	315.0	314.0	314.0	4.0
1283	315	-	-	315	96	2.0	81.41	315.0	315.0	315.0	3.0
1284	316	320	312	316	331	319.0	7.28	316.0	316.0	316.0	5.0
1285	316	320	313	316	331	319.0	7.05	316.0	316.0	316.0	5.0
1286	316	321	313	316	331	319.0	7.09	316.0	316.0	316.0	5.0
1287	316	321	313	316	331	319.0	7.09	316.0	316.0	316.0	5.0
1288	316	-	-	-	-	316.0	0.0	316.0	316.0	316.0	1.0
1289	316	-	-	-	-	316.0	0.0	316.0	316.0	316.0	1.0
1290	317	321	313	317	26	331.0	30.99	317.0	317.0	317.0	5.0
1291	317	321	314	317	26	331.0	30.85	317.0	317.0	317.0	5.0
1292	317	322	314	317	25	331.0	30.32	317.0	318.0	318.0	5.0
1293	317	322	314	317	25	331.0	30.32	317.0	318.0	318.0	5.0
1294	317	322	314	317	25	331.0	30.32	317.0	318.0	318.0	5.0
1295	318	323	315	318	25	332.0	29.88	318.0	318.0	318.0	5.0
1296	318	323	315	318	24	332.0	29.43	318.0	318.0	318.0	5.0
1297	318	323	315	318	24	332.0	29.43	318.0	318.0	318.0	5.0
1298	319	323	316	318	24	332.0	29.18	319.0	319.0	319.0	5.0
1299	319	324	316	319	23	332.0	28.54	319.0	320.0	320.0	5.0
1300	319	324	316	319	23	332.0	28.54	319.0	320.0	320.0	5.0
1301	320	-	317	319	23	335.0	32.19	319.0	319.0	319.0	4.0
1302	320	-	-	319	-	320.0	0.71	319.0	320.0	320.0	2.0
1303	320	325	-	320	-	322.0	2.89	320.0	322.0	322.0	3.0
1304	320	325	317	320	22	333.0	27.65	320.0	320.0	320.0	5.0
1305	320	325	317	320	22	333.0	27.65	320.0	320.0	320.0	5.0
1306	321	325	318	320	22	333.0	27.4	321.0	321.0	321.0	5.0
1307	321	-	-	-	-	321.0	0.0	321.0	321.0	321.0	1.0
1308	322	327	319	322	21	334.0	26.32	322.0	322.0	322.0	5.0
1309	322	327	319	322	21	334.0	26.32	322.0	322.0	322.0	5.0
1310	322	327	319	322	21	334.0	26.32	322.0	322.0	322.0	5.0
1311	322	327	319	322	20	334.0	25.87	322.0	322.0	322.0	5.0
1312	322	327	319	322	20	334.0	25.87	322.0	322.0	322.0	5.0
1313	322	327	319	322	20	334.0	25.87	322.0	322.0	322.0	5.0
1314	323	327	319	322	20	334.0	25.76	323.0	323.0	323.0	5.0
1315	323	327	320	322	20	334.0	25.62	323.0	323.0	323.0	5.0
1316	323	327	320	-	20	338.0	28.48	323.0	323.0	323.0	4.0
1317	323	328	320	323	20	335.0	25.43	323.0	324.0	324.0	5.0
1318	323	328	320	323	19	335.0	24.99	323.0	324.0	324.0	5.0
1319	323	328	320	323	19	335.0	24.99	323.0	324.0	324.0	5.0
1320	323	328	320	323	19	335.0	24.99	323.0	324.0	324.0	5.0
1321	324	328	321	324	18	335.0	24.17	324.0	324.0	324.0	5.0
1322	324	-	321	324	18	337.0	27.54	324.0	323.0	323.0	4.0
1323	324	329	321	324	18	335.0	24.1	324.0	324.0	324.0	5.0
1324	325	329	322	324	18	336.0	23.84	325.0	325.0	325.0	5.0
1325	325	329	322	324	18	336.0	23.84	325.0	325.0	325.0	5.0
1326	325	330	322	325	18	336.0	23.65	325.0	326.0	326.0	5.0
1327	325	330	322	325	18	336.0	23.65	325.0	326.0	326.0	5.0
1328	325	330	322	325	17	336.0	23.21	325.0	326.0	326.0	5.0
1329	325	330	322	325	17	336.0	23.21	325.0	326.0	326.0	5.0
1330	326	331	323	326	16	336.0	22.32	326.0	326.0	326.0	5.0
1331	326	331	323	326	16	336.0	22.32	326.0	326.0	326.0	5.0
1332	326	331	324	326	16	337.0	22.18	326.0	327.0	327.0	5.0
1333	327	331	324	326	16	337.0	22.06	327.0	327.0	327.0	5.0
1334	327	332	324	327	16	337.0	21.88	327.0	328.0	328.0	5.0
1335	327	332	324	327	16	337.0	21.88	327.0	328.0	328.0	5.0
1336	327	332	324	327	15	337.0	21.44	327.0	328.0	328.0	5.0
1337	327	332	325	327	15	337.0	21.29	327.0	328.0	328.0	5.0
1338	328	332	325	327	15	337.0	21.17	328.0	328.0	328.0	5.0
1339	328	333	325	328	14	338.0	20.55	328.0	328.0	328.0	5.0
1340	328	333	326	328	14	338.0	20.4	328.0	329.0	329.0	5.0
1341	329	333	326	328	14	338.0	20.29	329.0	329.0	329.0	5.0
1342	329	334	326	329	13	338.0	19.66	329.0	330.0	330.0	5.0
1343	329	334	326	329	13	338.0	19.66	329.0	330.0	330.0	5.0
1344	329	334	327	329	13	338.0	19.51	329.0	330.0	330.0	5.0
1345	329	334	327	329	13	338.0	19.51	329.0	330.0	330.0	5.0
1346	330	334	327	329	13	339.0	19.4	330.0	330.0	330.0	5.0
1347	330	334	327	330	13	339.0	19.28	330.0	330.0	330.0	5.0
1348	330	335	327	330	12	339.0	18.78	330.0	330.0	330.0	5.0
1349	331	335	328	331	12	339.0	18.39	331.0	331.0	331.0	5.0
1350	331	336	329	331	12	340.0	18.19	331.0	332.0	332.0	5.0
1351	331	336	329	331	11	340.0	17.74	331.0	332.0	332.0	5.0
1352	331	336	329	331	11	340.0	17.74	331.0	332.0	332.0	5.0
1353	331	336	329	331	11	340.0	17.74	331.0	332.0	332.0	5.0
1354	332	336	329	331	11	340.0	17.63	332.0	332.0	332.0	5.0
1355	332	337	329	332	11	340.0	17.46	332.0	332.0	332.0	5.0
1356	332	337	329	332	10	340.0	17.01	332.0	332.0	332.0	5.0
1357	332	337	330	332	10	340.0	16.86	332.0	333.0	333.0	5.0
1358	333	337	330	332	10	340.0	16.74	333.0	333.0	333.0	5.0
1359	333	338	330	333	9	341.0	16.13	333.0	334.0	334.0	5.0
1360	333	338	331	333	9	341.0	15.97	333.0	334.0	334.0	5.0
1361	333	338	331	333	9	341.0	15.97	333.0	334.0	334.0	5.0
1362	333	338	331	333	9	341.0	15.97	333.0	334.0	334.0	5.0
1363	334	339	331	334	9	341.0	15.69	334.0	334.0	334.0	5.0
1364	334	339	332	334	9	342.0	15.53	334.0	335.0	335.0	5.0
1365	334	339	332	334	8	341.0	15.09	334.0	335.0	335.0	5.0
1366	334	339	332	334	8	341.0	15.09	334.0	335.0	335.0	5.0
1367	334	339	332	-	-	335.0	3.61	334.0	335.0	335.0	3.0
1368	335	340	332	335	7	342.0	14.38	335.0	336.0	336.0	5.0
1369	335	340	333	335	7	342.0	14.21	335.0	336.0	336.0	5.0
1370	335	340	333	-	7	344.0	15.78	335.0	336.0	336.0	4.0
1371	336	340	333	336	6	342.0	13.54	336.0	336.0	336.0	5.0
1372	336	341	333	336	6	342.0	13.5	336.0	336.0	336.0	5.0
1373	336	341	334	336	6	343.0	13.33	336.0	337.0	337.0	5.0
1374	337	341	334	337	6	343.0	13.1	337.0	337.0	337.0	5.0
1375	337	341	334	337	5	343.0	12.66	337.0	337.0	337.0	5.0
1376	337	342	335	337	5	343.0	12.46	337.0	338.0	338.0	5.0
1377	337	342	335	337	5	343.0	12.46	337.0	338.0	338.0	5.0
1378	337	342	335	338	5	343.0	12.34	338.0	338.0	338.0	5.0
1379	337	342	335	338	4	343.0	11.9	338.0	338.0	338.0	5.0
1380	338	343	336	338	4	344.0	11.58	338.0	339.0	339.0	5.0
1381	338	343	336	339	4	344.0	11.47	339.0	339.0	339.0	5.0
1382	339	-	-	-	-	339.0	0.0	339.0	339.0	339.0	1.0
1383	339	-	-	-	-	339.0	0.0	339.0	339.0	339.0	1.0
1384	339	-	-	339	3	347.0	13.86	339.0	339.0	339.0	3.0
1385	339	343	337	339	-	340.0	2.52	339.0	340.0	340.0	4.0
1386	340	345	338	-	2	346.0	10.9	340.0	341.0	341.0	4.0
1387	341	-	338	341	2	346.0	11.09	341.0	340.0	340.0	4.0
1388	341	346	339	341	1	346.0	8.99	341.0	342.0	342.0	5.0
1389	342	346	339	342	1	346.0	8.75	342.0	342.0	342.0	5.0
1390	342	346	339	342	1	346.0	8.75	342.0	342.0	342.0	5.0
1391	342	346	339	342	1	346.0	8.75	342.0	342.0	342.0	5.0
1392	342	347	339	342	0	346.0	8.34	342.0	342.0	342.0	5.0
1393	343	-	340	-	0	348.0	10.79	343.0	342.0	342.0	3.0
1394	343	347	340	342	0	346.0	8.02	343.0	343.0	343.0	5.0
1395	343	347	340	343	0	347.0	7.89	343.0	343.0	343.0	5.0
1396	343	347	340	343	360	347.0	7.89	343.0	343.0	343.0	5.0
1397	343	348	340	343	359	347.0	7.5	343.0	344.0	344.0	5.0
1398	343	348	341	343	359	347.0	7.29	343.0	344.0	344.0	5.0
1399	344	-	-	-	-	344.0	0.0	344.0	344.0	344.0	1.0
1400	344	312	341	-	23	345.0	29.15	341.0	342.0	342.0	4.0
1401	344	317	341	344	358	341.0	14.86	344.0	343.0	343.0	5.0
1402	345	316	343	345	358	341.0	15.4	345.0	344.0	344.0	5.0
1403	346	315	343	346	357	341.0	15.69	346.0	345.0	345.0	5.0
1404	346	315	344	346	356	341.0	15.49	346.0	345.0	345.0	5.0
1405	347	314	344	346	356	341.0	15.99	346.0	346.0	346.0	5.0
1406	347	314	345	347	356	342.0	16.12	347.0	349.0	349.0	5.0
1407	347	314	345	347	355	342.0	15.9	347.0	348.0	348.0	5.0
1408	348	313	345	347	355	342.0	16.43	347.0	349.0	349.0	5.0
1409	348	313	345	348	355	342.0	16.51	348.0	349.0	349.0	5.0
1410	348	-	348	348	354	350.0	3.0	348.0	350.0	350.0	4.0
1411	348	312	348	348	354	342.0	16.97	348.0	350.0	350.0	5.0
1412	348	312	348	348	354	342.0	16.97	348.0	350.0	350.0	5.0
1413	348	313	348	348	354	342.0	16.53	348.0	350.0	350.0	5.0
1414	349	313	348	348	355	343.0	16.8	348.0	350.0	350.0	5.0
1415	349	-	-	-	-	349.0	0.0	349.0	349.0	349.0	1.0
1416	349	353	353	353	354	352.0	1.95	353.0	352.0	352.0	5.0
1417	349	353	353	353	353	352.0	1.79	353.0	352.0	352.0	5.0
1418	349	352	352	352	353	352.0	1.52	352.0	352.0	352.0	5.0
1419	350	352	352	352	352	352.0	0.89	352.0	352.0	352.0	5.0
1420	350	352	352	352	352	352.0	0.89	352.0	352.0	352.0	5.0
1421	350	352	352	352	352	352.0	0.89	352.0	352.0	352.0	5.0
1422	351	351	351	351	352	351.0	0.45	351.0	351.0	351.0	5.0
1423	351	351	351	351	352	351.0	0.45	351.0	351.0	351.0	5.0
1424	351	351	351	351	351	351.0	0.0	351.0	351.0	351.0	5.0
1425	352	351	351	351	351	351.0	0.45	351.0	351.0	351.0	5.0
1426	352	350	350	351	351	351.0	0.84	351.0	351.0	351.0	5.0
1427	352	350	350	350	351	351.0	0.89	350.0	351.0	351.0	5.0
1428	352	350	350	350	350	350.0	0.89	350.0	350.0	350.0	5.0
1429	352	350	350	350	350	350.0	0.89	350.0	350.0	350.0	5.0
1430	352	349	349	349	350	350.0	1.3	349.0	350.0	350.0	5.0
1431	353	349	349	349	350	350.0	1.73	349.0	350.0	350.0	5.0
1432	353	349	349	349	349	350.0	1.79	349.0	350.0	350.0	5.0
1433	353	349	349	349	349	350.0	1.79	349.0	350.0	350.0	5.0
1434	354	-	-	-	251	302.0	72.83	251.0	251.0	251.0	2.0
1435	354	354	354	354	348	353.0	2.68	354.0	353.0	353.0	5.0
1436	354	354	354	354	348	353.0	2.68	354.0	353.0	353.0	5.0
1437	355	354	354	354	348	353.0	2.83	354.0	353.0	353.0	5.0
1438	355	354	354	354	348	353.0	2.83	354.0	353.0	353.0	5.0
1439	355	354	354	354	348	353.0	2.83	354.0	353.0	353.0	5.0
1440	355	355	355	355	347	353.0	3.58	355.0	353.0	353.0	5.0
1441	355	355	355	355	347	353.0	3.58	355.0	353.0	353.0	5.0
1442	355	355	355	355	347	353.0	3.58	355.0	353.0	353.0	5.0
1443	356	356	355	355	346	354.0	4.28	355.0	354.0	354.0	5.0
1444	356	356	356	356	346	354.0	4.47	356.0	356.0	354.0	5.0
1445	356	356	356	356	346	354.0	4.47	356.0	356.0	354.0	5.0
1446	356	356	356	356	346	354.0	4.47	356.0	356.0	354.0	5.0
1447	357	356	356	356	346	354.0	4.6	356.0	356.0	354.0	5.0
1448	357	357	356	356	345	354.0	5.17	356.0	356.0	356.0	5.0
1449	357	357	357	357	345	355.0	5.37	357.0	357.0	357.0	5.0
1450	357	357	357	357	345	355.0	5.37	357.0	357.0	357.0	5.0
1451	357	357	357	357	345	355.0	5.37	357.0	357.0	357.0	5.0
1452	357	357	357	357	345	355.0	5.37	357.0	357.0	357.0	5.0
1453	358	357	357	357	345	355.0	5.5	357.0	357.0	357.0	5.0
1454	358	358	358	357	344	355.0	6.16	358.0	358.0	358.0	5.0
1455	358	358	358	358	-	358.0	0.0	358.0	358.0	358.0	4.0
1456	358	358	358	358	344	355.0	6.26	358.0	358.0	358.0	5.0
1457	358	358	358	358	344	355.0	6.26	358.0	358.0	358.0	5.0
1458	358	358	358	358	344	355.0	6.26	358.0	358.0	358.0	5.0
1459	359	358	358	358	344	355.0	6.39	358.0	358.0	358.0	5.0
1460	359	359	359	358	344	356.0	6.61	359.0	359.0	359.0	5.0
1461	359	359	359	359	343	356.0	7.16	359.0	359.0	359.0	5.0
1462	359	359	359	359	343	356.0	7.16	359.0	359.0	359.0	5.0
1463	360	-	-	-	343	352.0	12.02	343.0	343.0	343.0	2.0
1464	360	-	360	360	343	356.0	8.5	360.0	360.0	360.0	4.0
1465	360	360	360	360	343	357.0	7.6	360.0	360.0	360.0	5.0
1466	219	-	-	216	-	218.0	2.12	216.0	218.0	218.0	2.0
1467	225	102	-	-	-	164.0	86.97	102.0	102.0	102.0	2.0
1468	299	-	-	306	183	263.0	69.08	299.0	302.0	302.0	3.0
1469	304	-	-	-	108	26.0	115.97	304.0	304.0	304.0	2.0
1470	360	-	-	-	-	360.0	0.0	360.0	360.0	360.0	1.0
1471	-	9	9	9	333	0.0	18.0	9.0	9.0	9.0	4.0
1472	12	12	-	-	319	354.0	30.6	12.0	12.0	12.0	3.0
1473	-	14	-	-	317	346.0	40.31	317.0	317.0	317.0	2.0
1474	-	15	14	-	317	355.0	33.2	14.0	14.0	14.0	3.0
1475	15	15	15	-	-	15.0	0.0	15.0	15.0	15.0	3.0
1476	-	21	-	-	-	21.0	0.0	21.0	21.0	21.0	1.0
1477	-	25	25	-	307	359.0	45.03	25.0	25.0	25.0	3.0
1478	-	28	-	-	-	28.0	0.0	28.0	28.0	28.0	1.0
1479	27	28	-	28	-	28.0	0.58	28.0	28.0	28.0	3.0
1480	-	31	-	-	-	31.0	0.0	31.0	31.0	31.0	1.0
1481	-	50	-	49	283	7.0	73.04	49.0	50.0	50.0	3.0
1482	-	56	-	56	277	10.0	80.25	56.0	56.0	56.0	3.0
1483	-	61	62	-	272	12.0	86.32	61.0	62.0	62.0	3.0
1484	-	71	-	-	-	71.0	0.0	71.0	71.0	71.0	1.0
1485	-	71	-	199	-	135.0	90.51	71.0	71.0	71.0	2.0
1486	-	72	-	199	-	136.0	89.8	72.0	72.0	72.0	2.0
1487	-	76	77	-	-	76.0	0.71	76.0	76.0	76.0	2.0
1488	-	79	81	79	256	124.0	88.17	79.0	80.0	80.0	4.0
1489	-	82	240	246	83	163.0	92.7	83.0	82.0	82.0	4.0
1490	-	84	-	-	-	84.0	0.0	84.0	84.0	84.0	1.0
1491	-	85	237	243	86	163.0	89.24	86.0	86.0	86.0	4.0
1492	-	99	-	229	98	142.0	75.35	99.0	98.0	98.0	3.0
1493	-	99	-	-	98	98.0	0.71	98.0	98.0	98.0	2.0
1494	-	100	-	-	98	99.0	1.41	98.0	99.0	99.0	2.0
1495	106	100	-	228	113	137.0	61.06	106.0	106.0	106.0	4.0
1496	-	100	-	120	155	125.0	27.84	120.0	120.0	120.0	3.0
1497	-	101	-	-	-	101.0	0.0	101.0	101.0	101.0	1.0
1498	-	101	223	-	-	162.0	86.27	101.0	101.0	101.0	2.0
1499	-	101	223	-	-	162.0	86.27	101.0	101.0	101.0	2.0
1500	-	101	223	-	-	162.0	86.27	101.0	101.0	101.0	2.0
1501	225	102	-	222	-	183.0	70.16	222.0	224.0	224.0	3.0
1502	96	104	-	98	237	134.0	68.92	98.0	99.0	99.0	4.0
1503	-	104	-	-	-	104.0	0.0	104.0	104.0	104.0	1.0
1504	-	108	208	207	127	162.0	52.54	127.0	127.0	127.0	4.0
1505	-	109	105	-	231	148.0	71.62	109.0	107.0	107.0	3.0
1506	-	111	194	253	140	174.0	62.62	140.0	140.0	140.0	4.0
1507	-	137	175	-	-	156.0	26.87	137.0	137.0	137.0	2.0
1508	-	142	-	136	170	149.0	18.15	142.0	139.0	139.0	3.0
1509	150	148	163	143	177	156.0	13.77	150.0	147.0	147.0	5.0
1510	152	150	161	244	-	177.0	45.09	152.0	154.0	154.0	4.0
1511	-	153	158	148	182	160.0	15.06	153.0	153.0	153.0	4.0
1512	-	161	-	-	-	161.0	0.0	161.0	161.0	161.0	1.0
1513	169	167	-	162	-	166.0	3.61	167.0	166.0	166.0	3.0
1514	-	168	142	163	197	168.0	22.66	163.0	166.0	166.0	4.0
1515	-	169	141	164	198	168.0	23.42	164.0	166.0	166.0	4.0
1516	-	172	-	-	-	172.0	0.0	172.0	172.0	172.0	1.0
1517	-	177	133	171	206	172.0	30.02	171.0	174.0	174.0	4.0
1518	-	177	133	-	206	172.0	36.76	177.0	177.0	177.0	3.0
1519	-	177	-	172	206	185.0	18.36	177.0	174.0	174.0	3.0
1520	-	182	-	-	-	182.0	0.0	182.0	182.0	182.0	1.0
1521	183	183	-	190	212	192.0	13.74	183.0	185.0	185.0	4.0
1522	-	185	124	180	214	176.0	37.62	180.0	182.0	182.0	4.0
1523	-	193	115	188	222	180.0	45.54	188.0	190.0	190.0	4.0
1524	-	193	115	189	222	180.0	45.6	189.0	191.0	191.0	4.0
1525	-	193	115	189	222	180.0	45.6	189.0	191.0	191.0	4.0
1526	-	194	-	189	223	202.0	18.36	194.0	192.0	192.0	3.0
1527	-	194	127	-	-	160.0	47.38	127.0	127.0	127.0	2.0
1528	-	194	-	-	-	194.0	0.0	194.0	194.0	194.0	1.0
1529	-	195	-	191	225	204.0	18.58	195.0	193.0	193.0	3.0
